Header_Length,Protocol Type,Time_To_Live,Rate,fin_flag_number,syn_flag_number,rst_flag_number,psh_flag_number,ack_flag_number,ece_flag_number,cwr_flag_number,ack_count,syn_count,fin_count,rst_count,HTTP,HTTPS,DNS,Telnet,SMTP,SSH,IRC,TCP,UDP,DHCP,ARP,ICMP,IGMP,IPv,LLC,Tot sum,Min,Max,AVG,Std,Tot size,IAT,Number,Variance,Duration,Max_Flow_Duration,Avg_Flow_Duration,Flow_Count,Cov_PacketSize_IAT,Cov_PacketSize_FlowDuration,Cov_PacketCount_IAT,Corr_PacketSize_IAT,Corr_PacketSize_FlowDuration,Corr_PacketCount_IAT
18.4,6,81.8,60.859075,0.1,0.0,0.0,0.1,0.5,0.0,0.0,5,0,1,0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.3,0.0,0.2,0.0,0.0,0.8,0.8,874,60,214,87.4,53.300407,87.4,0.017614,10,2840.933333,0.164314,0.573005,0.569748,83,-0.216952,-10206796307.03862,0.0,-0.411807,-0.270937,
14.0,17,54.2,16.082189,0.0,0.1,0.0,0.1,0.2,0.0,0.0,2,1,0,0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.3,0.6,0.1,0.0,0.1,0.0,1.0,1.0,1217,60,338,121.7,87.967229,121.7,0.064045,10,7738.233333,0.621806,0.573005,0.569748,134,0.581689,-4414253147.270721,0.0,0.089325,-0.094664,
31.2,6,80.9,71.453585,0.1,0.2,0.0,0.1,0.8,0.0,0.0,8,2,1,0,0.7,0.2,0.0,0.0,0.0,0.0,0.0,0.9,0.1,0.0,0.0,0.0,0.0,1.0,1.0,902,66,268,90.2,62.938771,90.2,0.015495,10,3961.288889,0.139951,0.573005,0.4851,182,-0.339157,-0.231749,0.0,-0.371626,-0.129751,
27.2,6,79.1,28.422182,0.1,0.0,0.0,0.3,0.9,0.0,0.0,9,0,1,0,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.9,0.1,0.0,0.0,0.0,0.0,1.0,1.0,1114,60,239,111.4,70.913406,111.4,0.03622,10,5028.711111,0.351838,0.573005,0.331003,195,0.406741,-14.629433,0.0,0.127948,-0.38504,
24.0,6,93.6,20.993805,0.0,0.0,0.0,0.6,0.8,0.0,0.0,8,0,0,0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.8,0.1,0.0,0.1,0.0,0.0,0.9,0.9,1058,60,176,105.8,46.542215,105.8,0.048408,10,2166.177778,0.476331,0.573005,0.313641,213,0.506926,-8530497644.054026,0.0,0.15197,-0.345761,
15.2,6,89.5,39.437163,0.0,0.0,0.0,0.2,0.4,0.0,0.0,4,0,0,0,0.0,0.1,0.2,0.0,0.0,0.0,0.0,0.4,0.3,0.0,0.1,0.2,0.0,0.9,0.9,1598,60,224,159.8,68.218277,159.8,0.026211,10,4653.733333,0.253568,0.573005,0.313641,247,0.173643,5326904639.062505,0.0,0.074537,0.096435,
18.4,6,63.5,15.594005,0.0,0.1,0.0,0.2,0.4,0.0,0.0,4,1,0,0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.2,0.1,0.3,0.0,0.0,0.7,0.7,1092,60,338,109.2,92.879611,109.2,0.096595,10,8626.622222,0.641272,0.573005,0.313641,275,-3.7407,-27491298058.186703,0.0,-0.386985,-0.36554,
22.4,6,114.5,105.045369,0.1,0.1,0.0,0.1,0.6,0.0,0.0,6,1,1,0,0.5,0.1,0.0,0.0,0.0,0.0,0.0,0.6,0.3,0.0,0.1,0.0,0.0,0.9,0.9,1355,60,267,135.5,89.991666,135.5,0.00952,10,8098.5,0.095197,0.573005,0.270778,303,-0.283551,-14062283279.02887,0.0,-0.235039,-0.294783,
20.4,6,102.2,15.345286,0.1,0.0,0.0,0.2,0.6,0.0,0.0,6,0,1,0,0.5,0.1,0.0,0.0,0.0,0.0,0.0,0.6,0.3,0.0,0.1,0.0,0.0,0.9,0.9,1493,60,373,149.3,105.379789,149.3,0.065625,10,11104.9,0.651666,0.573005,0.232638,331,0.576166,-16632607874.668673,0.0,0.05716,-0.29775,
14.4,17,71.9,31.779629,0.0,0.0,0.0,0.3,0.4,0.0,0.0,4,0,0,0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.4,0.5,0.0,0.1,0.0,0.0,0.9,0.9,1152,60,230,115.2,66.110682,115.2,0.039874,10,4370.622222,0.314667,0.573005,0.220885,395,0.918656,-10281298494.397696,0.0,0.415759,-0.293376,
21.6,6,131.0,29.421634,0.0,0.2,0.0,0.2,0.4,0.0,0.0,4,2,0,0,0.0,0.5,0.4,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,1.0,1.0,1554,66,499,155.4,131.647003,155.4,0.046857,10,17330.933333,0.339886,0.573005,0.220885,453,-0.07203,-0.4289,0.0,-0.013847,-0.238506,
18.4,17,170.1,34.625924,0.0,0.1,0.0,0.0,0.3,0.0,0.0,3,1,0,0,0.1,0.3,0.2,0.0,0.0,0.0,0.0,0.4,0.6,0.0,0.0,0.0,0.0,1.0,1.0,1568,66,230,156.8,77.466552,156.8,0.033565,10,6001.066667,0.288801,0.573005,0.220885,473,-0.482816,52.039448,0.0,-0.187471,0.341365,
26.4,6,171.6,56.48415,0.0,0.0,0.0,0.3,0.8,0.0,0.0,8,0,0,0,0.0,0.8,0.1,0.0,0.0,0.0,0.0,0.8,0.1,0.0,0.0,0.1,0.0,1.0,1.0,6466,66,1494,646.6,690.390582,646.6,0.022986,10,476639.155556,0.177041,0.573005,0.220885,480,-13.373961,-78711535680.67494,0.0,-0.880773,-0.215076,
32.0,6,171.7,153.699439,0.1,0.0,0.0,0.3,1.0,0.0,0.0,10,0,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1823,66,583,182.3,211.698974,182.3,0.006506,10,44816.455556,0.065062,0.824135,0.263975,480,0.355681,-2.238867,0.0,0.205287,-0.497211,
32.0,6,80.8,27.441013,0.1,0.0,0.0,0.5,1.0,0.0,0.0,10,0,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,885,66,181,88.5,38.117508,88.5,0.036442,10,1452.944444,0.364418,0.858693,0.341541,483,-0.396213,1.331745,0.0,-0.138034,0.094421,
23.2,6,92.0,28.022125,0.0,0.0,0.0,0.4,0.7,0.0,0.0,7,0,0,0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.7,0.1,0.0,0.1,0.1,0.0,0.9,0.9,1659,60,519,165.9,181.826199,165.9,0.036613,10,33060.766667,0.356861,0.858693,0.376018,492,1.723659,-32371189791.803112,0.0,0.313488,-0.251891,
20.8,6,131.5,47.906761,0.0,0.0,0.0,0.3,0.6,0.0,0.0,6,0,0,0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.6,0.2,0.0,0.1,0.1,0.0,0.9,0.9,1600,60,519,160.0,140.605832,160.0,0.025593,10,19770.0,0.208739,0.858693,0.376018,500,0.009618,-27938311121.802586,0.0,0.002774,-0.28113,
22.4,6,107.0,18.766973,0.0,0.0,0.0,0.4,0.6,0.0,0.0,6,0,0,0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.6,0.4,0.0,0.0,0.0,0.0,1.0,1.0,1624,60,507,162.4,133.686366,162.4,0.055557,10,17872.044444,0.532851,0.858693,0.376018,516,0.010668,-9.547292,0.0,0.001166,-0.031077,
22.4,6,114.6,37.030173,0.0,0.0,0.0,0.4,0.7,0.0,0.0,7,0,0,0,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.7,0.3,0.1,0.0,0.0,0.0,1.0,1.0,1851,60,481,185.1,136.013439,185.1,0.03238,10,18499.655556,0.27005,0.858693,0.376018,520,-0.332037,-59.437174,0.0,-0.076098,-0.22955,
20.0,6,70.4,103.09164,0.0,0.0,0.0,0.6,1.0,0.0,0.0,10,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,5711,60,2974,571.1,956.213882,571.1,0.012383,10,914344.988889,0.097001,0.858693,0.376018,520,-5.53784,10.416346,0.0,-0.290748,0.542633,
21.6,6,99.2,18.295118,0.0,0.0,0.0,0.5,0.7,0.0,0.0,7,0,0,0,0.1,0.2,0.0,0.0,0.0,0.0,0.0,0.7,0.2,0.0,0.0,0.1,0.0,1.0,1.0,2170,66,1158,217.0,335.476113,217.0,0.054676,10,112544.222222,0.546594,0.858693,0.376018,529,-6.773621,-22164393200.94178,0.0,-0.543307,-0.124636,
12.4,17,151.0,40.154325,0.0,0.0,0.0,0.1,0.3,0.0,0.0,3,0,0,0,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.3,0.5,0.0,0.0,0.2,0.0,1.0,1.0,1645,66,230,164.5,70.176365,164.5,0.025988,10,4924.722222,0.249039,0.858693,0.376018,549,-0.737436,22164393490.43784,0.0,-0.280835,0.446863,
21.2,6,126.4,106.021986,0.0,0.0,0.0,0.3,0.6,0.0,0.0,6,0,0,0,0.0,0.2,0.3,0.0,0.0,0.0,0.0,0.6,0.4,0.0,0.0,0.0,0.0,1.0,1.0,1027,60,230,102.7,52.251635,102.7,0.013881,10,2730.233333,0.09432,0.858693,0.376018,572,-0.176244,84.213238,0.0,-0.205823,0.460613,
10.8,17,100.3,89.148706,0.0,0.0,0.0,0.1,0.2,0.0,0.0,2,0,0,0,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.2,0.7,0.0,0.1,0.0,0.0,0.9,0.9,1282,60,545,128.2,152.873077,128.2,0.01236,10,23370.177778,0.112172,0.858693,0.376018,604,-0.368781,-12702618621.081602,0.0,-0.107188,-0.156751,
18.8,6,167.0,20.69866,0.0,0.0,0.0,0.2,0.5,0.0,0.0,5,0,0,0,0.1,0.3,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,1.0,1.0,1452,60,349,145.2,117.215661,145.2,0.050982,10,13739.511111,0.483123,0.858693,0.376018,633,-1.601786,-8.275447,0.0,-0.170212,-0.033622,
14.4,17,152.8,29.43679,0.0,0.0,0.0,0.1,0.3,0.0,0.0,3,0,0,0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.3,0.6,0.0,0.0,0.0,0.1,1.0,1.0,2212,60,358,221.2,129.17929,221.2,0.035445,10,16687.288889,0.339711,0.858693,0.376018,650,-0.072651,-30024371980.58872,0.0,-0.022162,-0.43846,
5.6,17,140.5,16.90292,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.1,0.1,0.1,0.9,0.9,1704,60,278,170.4,81.470104,170.4,0.065079,10,6637.377778,0.591614,0.858693,0.376018,656,-2.205439,-54610085536.07721,0.0,-0.4932,-0.827818,
28.0,6,101.8,45.637684,0.1,0.1,0.0,0.2,0.7,0.0,0.0,7,1,1,0,0.6,0.2,0.0,0.0,0.0,0.0,0.0,0.8,0.2,0.0,0.0,0.0,0.0,1.0,1.0,1283,66,279,128.3,85.562258,128.3,0.02491,10,7320.9,0.219117,0.858693,0.36423,667,0.782612,169.063653,0.0,0.296167,0.38317,
21.6,6,82.7,29.845666,0.1,0.1,0.0,0.2,0.6,0.0,0.0,6,1,1,0,0.4,0.2,0.0,0.0,0.0,0.0,0.0,0.6,0.2,0.0,0.0,0.2,0.0,1.0,1.0,1491,66,414,149.1,112.592135,149.1,0.037898,10,12676.988889,0.335057,0.858693,0.318243,675,-1.73767,-19035302725.171616,0.0,-0.258824,-0.2392,
28.0,6,57.7,76.33238,0.1,0.2,0.0,0.1,0.7,0.0,0.0,7,2,1,0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.1,0.0,0.0,0.1,0.0,1.0,1.0,1060,66,267,106.0,73.298477,106.0,0.016423,10,5372.666667,0.131006,0.858693,0.293142,689,-0.504852,-1490043253.281464,0.0,-0.318242,-0.038349,
20.0,6,82.2,33.5576,0.1,0.0,0.0,0.2,0.6,0.0,0.0,6,0,1,0,0.2,0.2,0.1,0.0,0.0,0.0,0.0,0.6,0.4,0.0,0.0,0.0,0.0,1.0,1.0,1922,60,361,192.2,137.732268,192.2,0.031062,10,18970.177778,0.297995,0.858693,0.261154,711,1.190763,2.558842,0.0,0.22912,0.561168,
21.6,6,117.8,38.023088,0.0,0.0,0.0,0.2,0.6,0.0,0.0,6,0,0,0,0.0,0.3,0.2,0.0,0.0,0.0,0.0,0.6,0.3,0.0,0.0,0.1,0.0,1.0,1.0,1223,66,230,122.3,67.767659,122.3,0.027525,10,4592.455556,0.262998,0.858693,0.25902,730,-0.487905,18942174986.281628,0.0,-0.239788,0.527298,
16.8,6,72.7,21.79337,0.0,0.0,0.0,0.4,0.5,0.0,0.0,5,0,0,0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.5,0.4,0.0,0.0,0.1,0.0,1.0,1.0,1561,66,414,156.1,101.360139,156.1,0.050376,10,10273.877778,0.458855,0.858693,0.25902,743,3.825788,-10821439247.619524,0.0,0.755361,-0.201403,
24.8,6,80.9,43.635168,0.0,0.0,0.0,0.5,0.7,0.0,0.0,7,0,0,0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.7,0.3,0.0,0.0,0.0,0.0,1.0,1.0,1878,66,345,187.8,113.237018,187.8,0.024054,10,12822.622222,0.229173,0.858693,0.25902,750,0.13573,-485.837702,0.0,0.055482,-0.94504,
16.4,6,138.0,34.300509,0.0,0.0,0.0,0.3,0.5,0.0,0.0,5,0,0,0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,1.0,1.0,2100,60,414,210.0,137.346278,210.0,0.034776,10,18864.0,0.291541,0.858693,0.25902,757,1.034462,-161.764241,0.0,0.220498,-0.215361,
14.8,17,101.5,29.073144,0.0,0.1,0.0,0.0,0.3,0.0,0.0,3,1,0,0,0.1,0.2,0.2,0.0,0.0,0.0,0.0,0.4,0.6,0.0,0.0,0.0,0.0,1.0,1.0,1418,60,341,141.8,98.409349,141.8,0.056629,10,9684.4,0.34396,0.858693,0.25902,788,4.346667,202.652428,0.0,0.649608,0.447206,
16.0,6,124.1,51.956129,0.0,0.0,0.0,0.4,0.5,0.0,0.0,5,0,0,0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.5,0.3,0.0,0.2,0.0,0.0,0.8,0.8,1455,60,295,145.5,89.224125,145.5,0.022021,10,7960.944444,0.19247,0.858693,0.25902,805,-0.119059,-31849674819.528896,0.0,-0.100733,-0.505048,
14.8,6,86.8,32.644436,0.0,0.0,0.0,0.1,0.4,0.0,0.0,4,0,0,0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.0,0.2,0.0,0.0,0.8,0.8,1718,60,345,171.8,128.425335,171.8,0.031173,10,16493.066667,0.306331,0.858693,0.25902,810,0.239975,-41646709473.42431,0.0,0.118062,-0.458817,
16.8,6,119.4,19.088567,0.0,0.1,0.0,0.2,0.3,0.0,0.0,3,1,0,0,0.1,0.3,0.1,0.0,0.0,0.0,0.0,0.4,0.4,0.0,0.1,0.1,0.0,0.9,0.9,1560,60,414,156.0,108.612461,156.0,0.053225,10,11796.666667,0.523874,0.858693,0.25902,810,-0.602577,-28683332953.6684,0.0,-0.091751,-0.373646,
4.8,17,95.8,46.719814,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.2,0.2,0.0,0.8,0.8,2063,60,345,206.3,111.591567,206.3,0.021797,10,12452.677778,0.214042,0.858693,0.25902,811,0.742814,-47904891115.03648,0.0,0.252221,-0.495921,
14.4,17,75.0,37.249062,0.0,0.0,0.0,0.1,0.3,0.0,0.0,3,0,0,0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.3,0.6,0.0,0.1,0.0,0.0,0.9,0.9,1048,60,230,104.8,72.278474,104.8,0.027253,10,5224.177778,0.268463,0.858693,0.25902,821,0.406042,-8344242216.871158,0.0,0.230122,-0.217784,
6.4,17,86.0,23.55374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.2,0.0,0.0,0.8,0.8,1240,60,230,124.0,68.345527,124.0,0.043781,10,4671.111111,0.424561,0.858693,0.25902,847,-0.9491,-23840691949.15568,0.0,-0.281925,-0.493536,
17.6,17,118.7,24.290009,0.0,0.0,0.0,0.1,0.4,0.0,0.0,4,0,0,0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.4,0.6,0.1,0.0,0.0,0.0,1.0,1.0,2156,66,345,215.6,121.267565,215.6,0.048164,10,14705.822222,0.411692,0.858693,0.25902,860,-0.027879,-420.936466,0.0,-0.006664,-0.67633,
16.8,6,86.8,22.69602,0.0,0.1,0.0,0.1,0.3,0.0,0.0,3,1,0,0,0.1,0.3,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.0,0.2,0.0,0.0,0.8,0.8,1637,60,345,163.7,129.947896,163.7,0.051969,10,16886.455556,0.440606,0.858693,0.25902,869,0.609301,-38629371547.00602,0.0,0.159452,-0.420589,
18.0,6,93.2,19.150333,0.0,0.0,0.0,0.3,0.5,0.0,0.0,5,0,0,0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.5,0.4,0.0,0.1,0.0,0.0,0.9,0.9,1116,60,230,111.6,67.31716,111.6,0.056401,10,4531.6,0.522184,0.858693,0.25902,871,1.060966,-9610778963.060514,0.0,0.33097,-0.269328,
14.4,6,148.6,40.279884,0.0,0.0,0.0,0.5,0.6,0.0,0.0,6,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.3,0.0,0.1,0.0,0.0,0.9,0.9,1755,60,345,175.5,116.277685,175.5,0.025374,10,13520.5,0.248263,0.858693,0.25902,887,-0.587418,-21512499399.118324,0.0,-0.212676,-0.349014,
31.6,6,100.0,58.520246,0.0,0.1,0.0,0.3,0.9,0.0,0.0,9,1,0,0,0.2,0.2,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,992,60,176,99.2,53.101161,99.2,0.021176,10,2819.733333,0.170881,0.858693,0.25902,902,0.37263,263.394204,0.0,0.397397,0.649239,
26.8,6,95.9,101.850712,0.1,0.1,0.0,0.2,0.8,0.0,0.0,8,1,1,0,0.6,0.0,0.2,0.0,0.0,0.0,0.0,0.8,0.2,0.0,0.0,0.0,0.0,1.0,1.0,1244,60,278,124.4,79.469351,124.4,0.009841,10,6315.377778,0.098183,0.858693,0.245234,914,-0.211626,131.428968,0.0,-0.248526,0.337754,
12.0,17,59.5,37.099152,0.1,0.0,0.0,0.1,0.2,0.0,0.0,2,0,1,0,0.2,0.0,0.1,0.0,0.0,0.0,0.0,0.2,0.7,0.0,0.0,0.1,0.0,1.0,1.0,1271,60,239,127.1,67.456076,127.1,0.029171,10,4550.322222,0.269548,0.858693,0.229954,933,-1.279891,18048149122.179348,0.0,-0.458772,0.504731,
33.6,6,63.6,77.831996,0.1,0.2,0.0,0.2,0.9,0.0,0.0,9,2,1,0,0.8,0.2,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,967,66,267,96.7,66.000084,96.7,0.014661,10,4356.011111,0.128482,0.858693,0.221731,959,-0.326537,54.720668,0.0,-0.308749,0.113811,
16.0,6,63.6,31.329791,0.1,0.0,0.0,0.3,0.4,0.0,0.0,4,0,1,0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.4,0.2,0.0,0.0,0.8,0.8,2090,60,369,209.0,148.91683,209.0,0.033207,10,22176.222222,0.319185,0.858693,0.203683,967,1.411844,-55504111656.05591,0.0,0.26955,-0.527341,
8.0,17,94.6,35.964237,0.0,0.0,0.0,0.0,0.1,0.0,0.0,1,0,0,0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.1,0.6,0.0,0.3,0.0,0.0,0.7,0.7,1250,60,230,125.0,67.499794,125.0,0.027972,10,4556.222222,0.278054,0.858693,0.202555,981,0.564466,-36319804496.6804,0.0,0.324061,-0.66451,
13.6,17,144.5,39.723189,0.0,0.2,0.0,0.0,0.1,0.0,0.0,1,2,0,0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.2,0.7,0.4,0.1,0.0,0.0,0.9,0.9,2263,60,348,226.3,120.578283,226.3,0.025266,10,14539.122222,0.251742,0.858693,0.202555,1000,1.142037,-30974274059.82444,0.0,0.576033,-0.484597,
12.8,17,110.8,60.880541,0.0,0.0,0.0,0.1,0.2,0.0,0.0,2,0,0,0,0.0,0.2,0.4,0.0,0.0,0.0,0.0,0.2,0.8,0.0,0.0,0.0,0.0,1.0,1.0,1152,62,214,115.2,58.232866,115.2,0.020383,10,3391.066667,0.164256,0.858693,0.202555,1018,0.203309,329.728543,0.0,0.246838,0.639181,
5.6,17,47.8,64.008106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.3,0.0,0.0,0.7,0.7,681,60,95,68.1,13.617391,68.1,0.015889,10,185.433333,0.15623,0.858693,0.202555,1062,-0.059591,-4526006440.355698,0.0,-0.201433,-0.41047,
24.0,6,120.1,46.635712,0.2,0.2,0.0,0.1,0.5,0.0,0.0,5,2,2,0,0.0,0.3,0.2,0.0,0.0,0.0,0.0,0.6,0.4,0.0,0.0,0.0,0.0,1.0,1.0,1039,62,276,103.9,75.912889,103.9,0.025431,10,5762.766667,0.214428,17.872191,1.484178,1084,-0.667663,-42.785497,0.0,-0.50651,-0.06344,
